run_id,age,filename,n_nodes,n_edges,density,top_hub,top_hub_weighted_in_degree,param__kappa_MproTa,param__kappa_MhproTa,param__kappa_TbMpro,param__kappa_TaManti,param__d_ABoo,param__AP
2,30.0,graph_age030.0.graphml,22,10,0.021645021645021644,ABm,3.495963104723203,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,31.0,graph_age031.0.graphml,22,80,0.17316017316017315,ABm,3.4950700436745628,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,32.0,graph_age032.0.graphml,22,82,0.1774891774891775,ABm,3.49207703860355,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,33.0,graph_age033.0.graphml,22,84,0.18181818181818182,ABm,3.4894866436331324,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,34.0,graph_age034.0.graphml,22,85,0.18398268398268397,ABm,3.488309623286592,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,35.0,graph_age035.0.graphml,22,85,0.18398268398268397,ABo,3.809508457303601,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,36.0,graph_age036.0.graphml,22,85,0.18398268398268397,ABo,4.479404802535011,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,37.0,graph_age037.0.graphml,22,85,0.18398268398268397,ABo,5.0162361870414225,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,38.0,graph_age038.0.graphml,22,85,0.18398268398268397,ABo,5.435281315153084,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
2,39.0,graph_age039.0.graphml,22,85,0.18398268398268397,M_pro,5.789179214448165,0.14657976801209968,0.1734142419906245,0.23302425964819934,0.16817161653543308,0.1997815770785628,1.0
