run_id,age,filename,n_nodes,n_edges,density,top_hub,top_hub_weighted_in_degree,param__kappa_MproTa,param__kappa_MhproTa,param__kappa_TbMpro,param__kappa_TaManti,param__d_ABoo,param__AP
19,30.0,graph_age030.0.graphml,22,10,0.021645021645021644,P,5.0827189554894465,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,31.0,graph_age031.0.graphml,22,80,0.17316017316017315,P,4.687378042856886,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,32.0,graph_age032.0.graphml,22,82,0.1774891774891775,Mh_pro,4.4588207911825855,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,33.0,graph_age033.0.graphml,22,84,0.18181818181818182,Mh_pro,5.325843014725372,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,34.0,graph_age034.0.graphml,22,85,0.18398268398268397,Mh_pro,5.6553132935655475,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,35.0,graph_age035.0.graphml,22,85,0.18398268398268397,Mh_pro,5.653168178677374,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,36.0,graph_age036.0.graphml,22,85,0.18398268398268397,Mh_pro,5.475632301554654,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,37.0,graph_age037.0.graphml,22,85,0.18398268398268397,M_pro,5.784569065296895,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,38.0,graph_age038.0.graphml,22,85,0.18398268398268397,M_pro,6.535983201536008,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,39.0,graph_age039.0.graphml,22,86,0.18614718614718614,M_pro,7.125832316783758,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,40.0,graph_age040.0.graphml,22,86,0.18614718614718614,M_pro,7.572965067937824,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,41.0,graph_age041.0.graphml,22,86,0.18614718614718614,M_pro,7.897371245525263,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,42.0,graph_age042.0.graphml,22,86,0.18614718614718614,M_pro,8.118841004437646,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,43.0,graph_age043.0.graphml,22,86,0.18614718614718614,M_pro,8.25599570683866,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,44.0,graph_age044.0.graphml,22,86,0.18614718614718614,M_pro,8.325420244153637,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,45.0,graph_age045.0.graphml,22,86,0.18614718614718614,M_pro,8.341231957684633,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,46.0,graph_age046.0.graphml,22,86,0.18614718614718614,M_pro,8.315045389015436,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,47.0,graph_age047.0.graphml,22,86,0.18614718614718614,M_pro,8.256199478926492,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,48.0,graph_age048.0.graphml,22,86,0.18614718614718614,M_pro,8.172121286126117,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,49.0,graph_age049.0.graphml,22,86,0.18614718614718614,M_pro,8.068692146320897,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,50.0,graph_age050.0.graphml,22,86,0.18614718614718614,M_pro,7.950574692565074,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,51.0,graph_age051.0.graphml,22,86,0.18614718614718614,M_pro,7.821481509411179,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,52.0,graph_age052.0.graphml,22,86,0.18614718614718614,Fo,7.694173991205071,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,53.0,graph_age053.0.graphml,22,86,0.18614718614718614,Fo,7.858758770945566,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,54.0,graph_age054.0.graphml,22,86,0.18614718614718614,Fo,7.9970621515103275,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,55.0,graph_age055.0.graphml,22,86,0.18614718614718614,Fo,8.11253224936444,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,56.0,graph_age056.0.graphml,22,86,0.18614718614718614,Fo,8.208316929032733,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,57.0,graph_age057.0.graphml,22,86,0.18614718614718614,Fo,8.287243999522039,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,58.0,graph_age058.0.graphml,22,86,0.18614718614718614,Fo,8.351820071486292,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,59.0,graph_age059.0.graphml,22,86,0.18614718614718614,Fo,8.404242442178909,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,60.0,graph_age060.0.graphml,22,86,0.18614718614718614,Fo,8.446419589798266,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,61.0,graph_age061.0.graphml,22,86,0.18614718614718614,Fo,8.47999642754104,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,62.0,graph_age062.0.graphml,22,86,0.18614718614718614,P,8.538731357226798,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,63.0,graph_age063.0.graphml,22,86,0.18614718614718614,P,8.826935070159681,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,64.0,graph_age064.0.graphml,22,86,0.18614718614718614,P,9.108627473595883,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,65.0,graph_age065.0.graphml,22,86,0.18614718614718614,P,9.383271566450004,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
19,66.0,graph_age066.0.graphml,22,86,0.18614718614718614,P,9.650429416859655,0.07651591744088476,0.17849214261385635,0.32755585895056305,0.31583888678528105,0.17222093394939833,0.0
