sample_id,ordering,kendall_tau,t_peak_IL1,t_peak_IL12,t_peak_IL10
958,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
959,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
960,IL1<IL12<IL10,1.0,0.25,0.25,120.0
961,IL1<IL12<IL10,1.0,0.0,0.0,120.0
962,IL1<IL12<IL10,1.0,0.25,0.25,120.0
963,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
964,IL10<IL12<IL1,-1.0,3.0,2.5,1.25
965,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
967,IL1<IL10<IL12,0.33333333333333337,0.0,2.0,0.5
968,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
969,IL1<IL12<IL10,1.0,19.75,30.5,120.0
970,IL1<IL12<IL10,1.0,0.5,0.5,7.5
971,IL1<IL12<IL10,1.0,0.25,6.75,65.5
972,IL1<IL12<IL10,1.0,0.5,2.0,5.5
973,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
974,IL1<IL12<IL10,1.0,0.5,0.5,120.0
975,IL12<IL1<IL10,0.33333333333333337,1.75,1.25,6.0
976,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
977,IL1<IL12<IL10,1.0,11.5,120.0,120.0
978,IL1<IL12<IL10,1.0,0.0,0.5,120.0
979,IL10<IL1<IL12,-0.33333333333333337,0.75,1.75,0.0
980,IL10<IL1<IL12,-0.33333333333333337,0.75,2.25,0.25
981,IL1<IL12<IL10,1.0,120.0,120.0,120.0
982,IL1<IL12<IL10,1.0,0.75,3.0,120.0
983,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
984,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
985,IL1<IL12<IL10,1.0,0.25,0.25,20.25
986,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
987,IL1<IL12<IL10,1.0,0.0,0.5,120.0
988,IL1<IL12<IL10,1.0,1.25,1.25,6.25
989,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
990,IL10<IL12<IL1,-1.0,69.5,17.75,4.5
991,IL1<IL12<IL10,1.0,0.25,0.5,48.25
992,IL12<IL1<IL10,0.33333333333333337,0.75,0.0,120.0
993,IL1<IL12<IL10,1.0,120.0,120.0,120.0
994,IL1<IL10<IL12,0.33333333333333337,0.0,120.0,0.0
995,IL1<IL12<IL10,1.0,0.0,0.0,0.25
996,IL1<IL12<IL10,1.0,1.25,1.25,2.5
997,IL1<IL12<IL10,1.0,120.0,120.0,120.0
998,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
999,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,86.0
1000,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1001,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1002,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1003,IL12<IL10<IL1,-0.33333333333333337,120.0,0.25,0.25
1004,IL10<IL1<IL12,-0.33333333333333337,0.25,1.5,0.0
1005,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,1.25
1006,IL1<IL12<IL10,1.0,0.25,0.25,77.0
1007,IL12<IL1<IL10,0.33333333333333337,2.25,1.5,2.5
1008,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1009,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1010,IL10<IL1<IL12,-0.33333333333333337,0.25,0.5,0.0
1011,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1012,IL1<IL12<IL10,1.0,4.0,6.25,10.5
1013,IL1<IL12<IL10,1.0,0.25,0.25,1.5
1014,IL1<IL10<IL12,0.33333333333333337,0.25,120.0,114.25
1015,IL1<IL12<IL10,1.0,0.0,0.0,28.25
1016,IL1<IL10<IL12,0.33333333333333337,0.25,0.5,0.25
1017,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,120.0
1018,IL10<IL1<IL12,-0.33333333333333337,10.0,18.5,0.0
1019,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,4.75
1020,IL1<IL12<IL10,1.0,2.5,7.0,120.0
1021,IL12<IL1<IL10,0.33333333333333337,1.5,1.0,3.25
1022,IL1<IL12<IL10,1.0,0.0,0.0,9.75
1023,IL10<IL12<IL1,-1.0,3.75,0.5,0.0
1024,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,1.25
1025,IL1<IL12<IL10,1.0,51.75,64.0,72.25
1026,IL1<IL12<IL10,1.0,0.0,0.25,24.75
1027,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1028,IL12<IL1<IL10,0.33333333333333337,1.25,0.25,2.75
1029,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1030,IL12<IL1<IL10,0.33333333333333337,19.5,0.5,120.0
1031,IL1<IL12<IL10,1.0,0.0,0.25,63.25
1032,IL1<IL12<IL10,1.0,0.25,0.5,51.0
1033,IL1<IL12<IL10,1.0,8.5,12.0,120.0
1034,IL12<IL1<IL10,0.33333333333333337,5.25,3.5,120.0
1035,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1036,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1037,IL10<IL1<IL12,-0.33333333333333337,0.25,0.5,0.0
1038,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1039,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1040,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.0
1041,IL1<IL12<IL10,1.0,7.25,120.0,120.0
1042,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1043,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1044,IL12<IL10<IL1,-0.33333333333333337,4.0,1.75,1.75
1045,IL1<IL12<IL10,1.0,0.25,0.25,111.0
1046,IL12<IL1<IL10,0.33333333333333337,0.5,0.0,120.0
1047,IL1<IL12<IL10,1.0,0.25,0.5,23.5
1048,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1049,IL1<IL12<IL10,1.0,0.0,17.25,120.0
1050,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1051,IL1<IL12<IL10,1.0,0.75,120.0,120.0
1052,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1053,IL10<IL1<IL12,-0.33333333333333337,0.25,1.0,0.0
1054,IL12<IL1<IL10,0.33333333333333337,1.25,0.0,117.25
1055,IL1<IL12<IL10,1.0,0.5,3.75,120.0
1056,IL1<IL12<IL10,1.0,0.0,0.25,6.25
1057,IL10<IL12<IL1,-1.0,120.0,0.25,0.0
1058,IL10<IL1<IL12,-0.33333333333333337,1.25,8.25,0.0
1059,IL10<IL1<IL12,-0.33333333333333337,0.75,1.0,0.0
1060,IL1<IL12<IL10,1.0,0.25,0.25,87.5
1061,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1062,IL1<IL12<IL10,1.0,0.25,0.5,53.75
1063,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1064,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1065,IL1<IL12<IL10,1.0,0.0,0.0,5.25
1066,IL1<IL12<IL10,1.0,0.25,0.25,7.75
1067,IL12<IL10<IL1,-0.33333333333333337,120.0,0.25,0.25
1068,IL10<IL1<IL12,-0.33333333333333337,0.25,0.5,0.0
1069,IL1<IL12<IL10,1.0,0.25,0.25,68.5
1070,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1071,IL12<IL10<IL1,-0.33333333333333337,120.0,1.5,1.5
1072,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1073,IL12<IL1<IL10,0.33333333333333337,2.25,0.25,120.0
1074,IL1<IL12<IL10,1.0,4.75,19.75,120.0
1075,IL1<IL12<IL10,1.0,0.0,0.25,7.25
1076,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1077,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,3.5
1078,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1079,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1080,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1081,IL1<IL12<IL10,1.0,0.25,0.5,61.0
1082,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1083,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1084,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1085,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1086,IL1<IL12<IL10,1.0,0.0,0.75,120.0
1087,IL10<IL12<IL1,-1.0,120.0,2.0,0.25
1088,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1089,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1090,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,4.25
1091,IL10<IL12<IL1,-1.0,5.5,3.5,0.0
1092,IL1<IL12<IL10,1.0,0.0,0.25,0.5
1093,IL12<IL1<IL10,0.33333333333333337,9.25,5.0,120.0
1094,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1095,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
1096,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,108.25
1097,IL12<IL1<IL10,0.33333333333333337,23.0,21.75,120.0
1098,IL1<IL12<IL10,1.0,1.0,3.25,120.0
1099,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.75
1100,IL1<IL12<IL10,1.0,0.75,0.75,120.0
1101,IL10<IL12<IL1,-1.0,7.0,6.25,0.0
1102,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1103,IL12<IL1<IL10,0.33333333333333337,1.75,1.25,3.5
1104,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1105,IL1<IL12<IL10,1.0,0.25,0.25,6.0
1106,IL1<IL12<IL10,1.0,0.5,0.5,72.25
1107,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1108,IL10<IL1<IL12,-0.33333333333333337,1.0,2.25,0.75
1109,IL1<IL12<IL10,1.0,0.0,1.0,80.25
1110,IL12<IL1<IL10,0.33333333333333337,13.0,9.75,120.0
1111,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1112,IL1<IL12<IL10,1.0,0.25,0.25,12.0
1113,IL12<IL1<IL10,0.33333333333333337,12.75,8.25,120.0
1114,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1115,IL1<IL12<IL10,1.0,0.5,0.5,30.0
1116,IL1<IL12<IL10,1.0,0.0,0.25,2.75
1117,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1118,IL1<IL12<IL10,1.0,0.0,0.75,120.0
1119,IL12<IL1<IL10,0.33333333333333337,5.5,2.25,120.0
1120,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1121,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1122,IL1<IL12<IL10,1.0,15.75,19.25,120.0
1123,IL1<IL12<IL10,1.0,0.25,0.25,79.25
1124,IL1<IL12<IL10,1.0,1.75,2.25,9.25
1125,IL1<IL10<IL12,0.33333333333333337,0.0,120.0,11.25
1126,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1127,IL1<IL12<IL10,1.0,3.5,36.0,120.0
1128,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1129,IL12<IL1<IL10,0.33333333333333337,1.25,0.0,101.5
1130,IL12<IL1<IL10,0.33333333333333337,1.75,0.75,4.0
1131,IL1<IL12<IL10,1.0,4.0,7.25,120.0
1132,IL12<IL1<IL10,0.33333333333333337,120.0,0.75,120.0
1133,IL1<IL12<IL10,1.0,0.25,0.25,4.25
1134,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1135,IL10<IL1<IL12,-0.33333333333333337,5.25,9.5,0.0
1136,IL1<IL12<IL10,1.0,0.25,1.5,15.5
1137,IL1<IL12<IL10,1.0,1.5,11.0,120.0
1138,IL10<IL12<IL1,-1.0,5.25,2.5,0.0
1139,IL1<IL12<IL10,1.0,0.25,0.25,2.0
1140,IL1<IL12<IL10,1.0,0.25,5.0,120.0
1141,IL1<IL12<IL10,1.0,0.0,0.0,1.0
1142,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,2.5
1143,IL12<IL1<IL10,0.33333333333333337,1.5,1.0,4.0
1144,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1145,IL1<IL12<IL10,1.0,0.0,12.5,120.0
1146,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1147,IL1<IL10<IL12,0.33333333333333337,0.25,3.0,0.25
1148,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1149,IL1<IL10<IL12,0.33333333333333337,2.5,5.75,3.25
1150,IL12<IL1<IL10,0.33333333333333337,6.0,4.25,120.0
1151,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1152,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1153,IL12<IL1<IL10,0.33333333333333337,1.0,0.25,120.0
1154,IL1<IL12<IL10,1.0,0.25,0.5,5.75
1155,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1156,IL1<IL10<IL12,0.33333333333333337,0.0,0.5,0.0
1157,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1158,IL1<IL12<IL10,1.0,3.0,14.5,120.0
1159,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1160,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1161,IL10<IL1<IL12,-0.33333333333333337,3.0,4.75,0.0
1162,IL12<IL1<IL10,0.33333333333333337,4.75,2.75,120.0
1163,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,3.25
1164,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,3.25
1165,IL1<IL12<IL10,1.0,0.0,0.25,9.5
1166,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,114.5
1167,IL12<IL1<IL10,0.33333333333333337,4.5,1.0,120.0
1168,IL1<IL12<IL10,1.0,1.5,2.75,120.0
1169,IL12<IL1<IL10,0.33333333333333337,0.5,0.0,120.0
1170,IL1<IL10<IL12,0.33333333333333337,0.75,3.25,1.5
1171,IL1<IL12<IL10,1.0,7.75,8.5,14.25
1172,IL1<IL12<IL10,1.0,4.0,6.5,14.0
1173,IL10<IL12<IL1,-1.0,3.5,3.0,2.5
1174,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1175,IL10<IL1<IL12,-0.33333333333333337,6.75,8.25,0.75
1176,IL1<IL12<IL10,1.0,0.25,0.25,23.25
1177,IL1<IL12<IL10,1.0,0.25,2.25,120.0
1178,IL1<IL12<IL10,1.0,6.25,15.25,120.0
1179,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1180,IL1<IL12<IL10,1.0,0.25,0.75,120.0
1181,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1182,IL1<IL12<IL10,1.0,2.75,120.0,120.0
1183,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1184,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1185,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1186,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1187,IL1<IL12<IL10,1.0,0.0,0.25,12.5
1188,IL12<IL1<IL10,0.33333333333333337,2.25,1.25,120.0
1189,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1190,IL12<IL1<IL10,0.33333333333333337,1.25,0.25,67.0
1191,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1192,IL1<IL10<IL12,0.33333333333333337,0.0,1.0,0.25
1193,IL1<IL12<IL10,1.0,0.0,1.25,120.0
1194,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1195,IL10<IL12<IL1,-1.0,1.0,0.75,0.0
1196,IL12<IL1<IL10,0.33333333333333337,2.0,1.5,3.0
1197,IL1<IL12<IL10,1.0,0.75,16.5,120.0
1198,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1199,IL1<IL12<IL10,1.0,0.0,0.25,2.75
1200,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,4.75
1201,IL12<IL1<IL10,0.33333333333333337,1.0,0.5,120.0
1202,IL1<IL12<IL10,1.0,0.5,8.0,120.0
1203,IL1<IL12<IL10,1.0,0.0,0.25,27.75
1204,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1205,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1206,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1207,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1208,IL10<IL1<IL12,-0.33333333333333337,3.25,120.0,0.0
1209,IL1<IL12<IL10,1.0,0.5,1.0,61.5
1210,IL12<IL1<IL10,0.33333333333333337,1.0,0.75,25.75
1211,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1212,IL10<IL12<IL1,-1.0,120.0,2.0,0.5
1213,IL1<IL12<IL10,1.0,0.0,1.75,96.0
1214,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1215,IL1<IL12<IL10,1.0,0.0,0.25,112.25
1216,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1217,IL1<IL12<IL10,1.0,3.75,120.0,120.0
1218,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1219,IL1<IL12<IL10,1.0,2.0,3.25,120.0
1220,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1221,IL1<IL12<IL10,1.0,0.0,0.5,82.25
1222,IL12<IL1<IL10,0.33333333333333337,2.25,1.0,120.0
1223,IL1<IL12<IL10,1.0,1.0,1.5,3.25
1224,IL12<IL1<IL10,0.33333333333333337,3.0,1.75,15.75
1225,IL1<IL12<IL10,1.0,3.0,7.25,18.5
1226,IL1<IL10<IL12,0.33333333333333337,0.0,2.0,0.0
1227,IL1<IL12<IL10,1.0,1.5,1.75,4.25
1228,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
1229,IL1<IL12<IL10,1.0,0.0,1.25,31.0
1230,IL1<IL10<IL12,0.33333333333333337,3.75,120.0,6.25
1231,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1232,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1233,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,12.25
1234,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1235,IL1<IL12<IL10,1.0,0.25,0.25,0.5
1236,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1237,IL1<IL12<IL10,1.0,0.25,0.75,120.0
1238,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1239,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
1240,IL12<IL1<IL10,0.33333333333333337,1.5,0.25,36.0
1241,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1242,IL1<IL12<IL10,1.0,25.0,26.75,120.0
1243,IL1<IL12<IL10,1.0,0.25,0.25,13.75
1244,IL12<IL10<IL1,-0.33333333333333337,13.25,10.5,10.5
1245,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1246,IL12<IL1<IL10,0.33333333333333337,2.25,0.75,19.25
1247,IL1<IL12<IL10,1.0,0.0,1.0,120.0
1248,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1249,IL12<IL1<IL10,0.33333333333333337,2.0,1.5,120.0
1250,IL1<IL12<IL10,1.0,1.0,120.0,120.0
1251,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1252,IL1<IL12<IL10,1.0,0.0,0.5,120.0
1253,IL10<IL1<IL12,-0.33333333333333337,26.75,120.0,0.0
1254,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1255,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1256,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1257,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1258,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1259,IL1<IL12<IL10,1.0,0.75,1.5,120.0
1260,IL1<IL12<IL10,1.0,0.25,0.25,0.5
1261,IL12<IL1<IL10,0.33333333333333337,120.0,6.25,120.0
1262,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1263,IL1<IL10<IL12,0.33333333333333337,0.0,17.0,0.0
1264,IL1<IL12<IL10,1.0,1.0,3.0,5.75
1265,IL12<IL1<IL10,0.33333333333333337,3.75,0.5,120.0
1266,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1267,IL1<IL12<IL10,1.0,1.25,1.75,17.75
1268,IL1<IL12<IL10,1.0,0.0,2.75,120.0
1269,IL1<IL12<IL10,1.0,43.75,120.0,120.0
1270,IL12<IL1<IL10,0.33333333333333337,2.75,2.0,120.0
1271,IL1<IL12<IL10,1.0,0.5,0.5,13.0
1272,IL1<IL12<IL10,1.0,0.0,6.0,120.0
1273,IL12<IL1<IL10,0.33333333333333337,7.25,4.0,16.5
1274,IL1<IL12<IL10,1.0,0.0,0.5,12.75
1275,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1276,IL1<IL12<IL10,1.0,0.0,0.25,0.75
1277,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1278,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1279,IL12<IL10<IL1,-0.33333333333333337,8.75,4.75,6.25
1280,IL1<IL12<IL10,1.0,1.75,1.75,2.75
1281,IL1<IL12<IL10,1.0,8.0,120.0,120.0
1282,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1283,IL1<IL12<IL10,1.0,9.5,12.75,120.0
1284,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1285,IL1<IL12<IL10,1.0,0.25,1.0,120.0
1286,IL12<IL1<IL10,0.33333333333333337,32.0,25.25,120.0
1287,IL12<IL1<IL10,0.33333333333333337,1.0,0.75,6.5
1288,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1289,IL1<IL12<IL10,1.0,9.5,120.0,120.0
1290,IL12<IL1<IL10,0.33333333333333337,1.5,1.0,5.25
1291,IL1<IL12<IL10,1.0,2.25,6.5,10.0
1292,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
1293,IL1<IL12<IL10,1.0,0.0,120.0,120.0
1294,IL1<IL12<IL10,1.0,0.25,0.25,19.5
1295,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1296,IL12<IL1<IL10,0.33333333333333337,25.75,0.75,120.0
1297,IL1<IL10<IL12,0.33333333333333337,2.5,120.0,6.0
1298,IL10<IL12<IL1,-1.0,3.25,3.0,0.0
1299,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1300,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,5.25
1301,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1302,IL1<IL12<IL10,1.0,1.5,2.5,26.5
1303,IL1<IL12<IL10,1.0,0.25,0.25,84.5
1304,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1305,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1306,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1307,IL1<IL12<IL10,1.0,0.25,0.5,3.75
1308,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1309,IL1<IL12<IL10,1.0,0.75,0.75,42.75
1310,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1311,IL1<IL12<IL10,1.0,0.0,0.25,58.25
1312,IL10<IL1<IL12,-0.33333333333333337,2.0,120.0,0.0
1313,IL1<IL12<IL10,1.0,1.25,1.5,120.0
1314,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1315,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.25
1316,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1317,IL1<IL12<IL10,1.0,0.0,0.25,79.75
1318,IL1<IL12<IL10,1.0,0.25,0.25,13.5
1319,IL10<IL12<IL1,-1.0,6.25,3.0,2.25
1320,IL1<IL12<IL10,1.0,0.0,0.75,120.0
1321,IL12<IL1<IL10,0.33333333333333337,2.5,1.5,61.25
1322,IL1<IL12<IL10,1.0,0.25,11.75,31.0
1323,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1324,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,10.0
1325,IL12<IL1<IL10,0.33333333333333337,9.25,5.75,120.0
1326,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1327,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1328,IL1<IL10<IL12,0.33333333333333337,0.0,6.75,0.0
1329,IL1<IL12<IL10,1.0,0.25,0.25,86.0
1330,IL1<IL12<IL10,1.0,77.25,106.25,120.0
1331,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
1332,IL1<IL12<IL10,1.0,0.5,1.5,120.0
1333,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,2.0
1334,IL1<IL12<IL10,1.0,0.0,0.0,86.25
1335,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1336,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1337,IL12<IL10<IL1,-0.33333333333333337,120.0,0.5,18.25
1338,IL1<IL10<IL12,0.33333333333333337,0.0,120.0,0.0
1339,IL1<IL12<IL10,1.0,0.0,1.0,120.0
1340,IL12<IL1<IL10,0.33333333333333337,2.25,1.75,4.25
1341,IL12<IL1<IL10,0.33333333333333337,120.0,64.25,120.0
1342,IL1<IL12<IL10,1.0,0.75,2.75,4.5
1343,IL1<IL12<IL10,1.0,0.0,0.5,10.5
1344,IL1<IL12<IL10,1.0,0.25,0.25,44.25
1345,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1346,IL1<IL12<IL10,1.0,0.0,120.0,120.0
1347,IL1<IL12<IL10,1.0,2.25,3.0,120.0
1348,IL1<IL12<IL10,1.0,8.25,120.0,120.0
1349,IL12<IL1<IL10,0.33333333333333337,120.0,9.25,120.0
1350,IL1<IL12<IL10,1.0,0.25,7.25,120.0
1351,IL1<IL12<IL10,1.0,0.5,0.5,11.25
1352,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1353,IL12<IL1<IL10,0.33333333333333337,1.0,0.25,5.75
1354,IL1<IL12<IL10,1.0,0.0,0.75,120.0
1355,IL1<IL12<IL10,1.0,0.25,0.25,0.5
1356,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1357,IL12<IL1<IL10,0.33333333333333337,120.0,18.5,120.0
1358,IL1<IL10<IL12,0.33333333333333337,0.25,120.0,31.0
1359,IL10<IL1<IL12,-0.33333333333333337,10.25,10.25,0.0
1360,IL1<IL12<IL10,1.0,0.75,2.75,120.0
1361,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,0.0
1362,IL1<IL12<IL10,1.0,0.0,0.75,1.75
1363,IL1<IL12<IL10,1.0,0.25,0.5,8.0
1364,IL1<IL12<IL10,1.0,3.75,5.75,11.25
1365,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1366,IL1<IL12<IL10,1.0,5.25,120.0,120.0
1367,IL1<IL12<IL10,1.0,0.25,0.25,7.75
1368,IL1<IL12<IL10,1.0,0.0,0.25,99.0
1369,IL1<IL12<IL10,1.0,1.0,1.0,120.0
1370,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1371,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1372,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1373,IL1<IL12<IL10,1.0,0.75,1.5,120.0
1374,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.75
1375,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1376,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1377,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1378,IL1<IL12<IL10,1.0,0.25,120.0,120.0
1379,IL1<IL10<IL12,0.33333333333333337,0.0,2.0,1.25
