run_id,age,filename,n_nodes,n_edges,density,top_hub,top_hub_weighted_in_degree,param__kappa_MproTa,param__kappa_MhproTa,param__kappa_TbMpro,param__kappa_TaManti,param__d_ABoo,param__AP
5,30.0,graph_age030.0.graphml,22,10,0.021645021645021644,ABm,3.4957518187669803,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,31.0,graph_age031.0.graphml,22,80,0.17316017316017315,ABm,3.494859390479631,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,32.0,graph_age032.0.graphml,22,82,0.1774891774891775,ABm,3.4918733137223064,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,33.0,graph_age033.0.graphml,22,84,0.18181818181818182,ABm,3.4893070821075707,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,34.0,graph_age034.0.graphml,22,85,0.18398268398268397,ABm,3.4881855061611695,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,35.0,graph_age035.0.graphml,22,85,0.18398268398268397,ABo,3.621827354768502,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,36.0,graph_age036.0.graphml,22,85,0.18398268398268397,ABo,4.258777851239284,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,37.0,graph_age037.0.graphml,22,85,0.18398268398268397,ABo,4.76926965002073,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,38.0,graph_age038.0.graphml,22,85,0.18398268398268397,ABo,5.16784461639778,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,39.0,graph_age039.0.graphml,22,85,0.18398268398268397,ABo,5.473102461951635,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,40.0,graph_age040.0.graphml,22,86,0.18614718614718614,M_pro,5.761143587683628,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,41.0,graph_age041.0.graphml,22,86,0.18614718614718614,M_pro,6.2915349812276995,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,42.0,graph_age042.0.graphml,22,86,0.18614718614718614,M_pro,6.754171619268425,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,43.0,graph_age043.0.graphml,22,86,0.18614718614718614,M_pro,7.157131928921609,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,44.0,graph_age044.0.graphml,22,86,0.18614718614718614,M_pro,7.509453419000713,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,45.0,graph_age045.0.graphml,22,86,0.18614718614718614,M_pro,7.819632577957615,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,46.0,graph_age046.0.graphml,22,86,0.18614718614718614,M_pro,8.095028043674853,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
5,47.0,graph_age047.0.graphml,22,86,0.18614718614718614,M_pro,8.341732114369382,0.1617143233861726,0.19512645986513152,0.1977476074414456,0.21113791181046065,0.18065005753705676,1.0
